场景,产量/t,吨氨成本/元_离散,购电/MWh_离散,上网/MWh_离散,自发自用占比_离散,绿电比例_离散,上网比例_离散,判定_离散,开机小时数,开机小时,吨氨成本/元_连续,购电/MWh_连续,上网/MWh_连续,自发自用占比_连续,绿电比例_连续,上网比例_连续,判定_连续,平均负荷率,最小负荷率,最大负荷率,吨氨成本差_离散减连续
W3P4,36,8455.48705,362.8224,95.98240000000001,0.3423160202823078,0.35061855670103087,0.32884198985884616,部分满足,12,"0,1,2,3,4,5,6,7,15,16,17,23",7846.4749833333335,267.2012,0.3612000000000002,0.9975250102781967,0.5217618843069873,0.0012374948609017412,全满足,0.5,0.11,1.0,609.0120666666662
W4P1,72,6001.41146388889,353.50199999999995,173.706,0.6038288380749071,0.6654724051782877,0.19808558096254636,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",6001.41146388889,353.50199999999995,173.706,0.6038288380749071,0.6654724051782877,0.19808558096254636,全满足,1.0,1.0,1.0,0.0
W4P1,63,5272.31633968254,246.832,191.536,0.5631639685993314,0.7352212996932054,0.21841801570033437,部分满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,22,23",5155.4153396825395,229.17000000000002,173.874,0.603445680583494,0.7541674711977858,0.19827715970825294,全满足,0.875,0.17,1.0,116.90100000000075
W4P1,54,4693.506190740741,188.95420000000001,258.15819999999997,0.4112187601206033,0.7660647253998911,0.2943906199396983,部分满足,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,23",4695.90404074074,189.51839999999999,258.7224000000001,0.4099319895452739,0.7653662160154509,0.29503400522736306,部分满足,0.75,0.1,1.0,-2.39784999999938
W4P1,45,4253.1507622222225,188.95420000000001,382.65819999999997,0.1272716905912028,0.723435789350429,0.43636415470439854,部分满足,15,"0,1,2,3,4,5,6,8,9,10,12,14,15,16,23",4256.028182222222,189.51839999999999,383.2224,0.1259849200158736,0.722609993852639,0.43700753999206315,部分满足,0.6249999999999999,0.1,1.0,-2.877419999999802
W4P1,36,3592.6176194444447,188.95420000000001,507.15819999999997,-0.15667537893819755,0.66180877720504,0.5783376894690988,部分满足,12,"0,1,2,3,4,5,6,8,9,14,15,23",3596.2143944444447,189.51839999999999,507.7224,-0.15796214951352677,0.6607989690721648,0.5789810747567634,部分满足,0.5,0.1,1.0,-3.5967749999999796
W4P2,72,7248.680518055556,448.09619999999995,9.740200000000009,0.9684968723923124,0.5759555984555986,0.015751563803843703,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",7248.680518055556,448.09619999999995,9.740200000000009,0.9684968723923124,0.5759555984555986,0.015751563803843703,全满足,1.0,1.0,1.0,0.0
W4P2,63,6663.508749206349,353.7584,39.90240000000001,0.8709420341417029,0.6205204779987556,0.06452898292914853,全满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",6499.805925396826,323.7442,9.888200000000008,0.9680181899334374,0.6527169552251615,0.01599090503328138,全满足,0.875,0.17,1.0,163.70282380952358
W4P2,54,6215.19172962963,267.272,77.916,0.7479930914477558,0.6691031545585104,0.12600345427612214,全满足,18,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,23",5921.5111518518515,203.5984,14.242400000000004,0.9539352226196869,0.7479344327242115,0.02303238869015661,全满足,0.75,0.1,1.0,293.6805777777781
W4P2,45,5846.849475555555,227.14600000000002,162.29000000000002,0.47509880911566627,0.6675360791545916,0.26245059544216676,部分满足,15,"0,1,2,3,4,5,6,8,9,12,13,14,15,16,23",5726.756715555555,203.5984,138.74240000000003,0.5512597757954861,0.7020016978425689,0.22437011210225696,部分满足,0.625,0.1,1.0,120.09275999999954
W4P2,36,5431.028286111111,203.0342,262.6782,0.15040914412870093,0.6366083190148912,0.42479542793564956,部分满足,12,"0,1,2,3,4,5,6,12,13,14,15,23",5434.625061111111,203.5984,263.2424,0.14858432897128565,0.6355985108820161,0.4257078355143572,部分满足,0.5,0.1,1.0,-3.5967749999999796
W4P3,72,8601.143991666666,604.116,0.0,0.9999999999999994,0.42831024301612547,0.0,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",8601.143991666666,604.116,0.0,0.9999999999999994,0.42831024301612547,0.0,全满足,1.0,1.0,1.0,0.0
W4P3,63,8186.526466666667,506.416,26.799999999999997,0.8815741796360616,0.45676342494261013,0.05921291018196922,全满足,21,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,21,22,23",8005.945514285714,479.616,0.0,1.0,0.48551200360429947,0.0,全满足,0.875,0.17,1.0,180.58095238095302
W4P3,54,7818.220805555555,414.7718,59.6558,0.7363885427437672,0.4864906155598475,0.1318057286281164,全满足,18,"0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,22,23",7360.484933333333,355.27799999999996,0.16199999999999548,0.9992841424291434,0.5601470806715199,0.00035792878542831145,全满足,0.75,0.17,1.0,457.7358722222216
W4P3,45,7446.473739999999,338.8422,108.2262,0.521762070154042,0.5040511109159568,0.23911896492297902,部分满足,15,"0,1,2,3,4,5,6,7,8,9,14,15,16,17,23",6818.575253333333,230.77800000000002,0.16199999999999548,0.9992841424291433,0.6622200755247213,0.00035792878542831145,全满足,0.625,0.1,1.0,627.898486666666
W4P3,36,7061.909783333333,272.58639999999997,166.47039999999998,0.2643882952868292,0.5121234249713632,0.36780585235658536,部分满足,12,"0,1,2,3,4,5,6,7,8,9,15,23",6622.111283333334,203.5984,97.48240000000003,0.5692375674982987,0.635598510882016,0.21538121625085066,部分满足,0.5,0.1,1.0,439.79849999999897
W4P4,72,9149.65421388889,668.7560000000001,0.0,0.9999999999999992,0.36713982890453484,0.0,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",9149.65421388889,668.7560000000001,0.0,0.9999999999999992,0.36713982890453484,0.0,全满足,1.0,1.0,1.0,0.0
W4P4,63,8746.390325396826,561.1118,16.8558,0.9131063706941882,0.39809079401857933,0.04344681465290594,全满足,21,"0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,21,22,23",8632.814339682542,544.256,0.0,1.0000000000000002,0.41617214820535925,0.0,全满足,0.875,0.17,1.0,113.57598571428389
W4P4,54,8333.182690740741,469.30219999999997,49.5462,0.7445835180583767,0.4189791016688951,0.1277082409708117,全满足,18,"0,1,2,3,4,5,6,7,8,9,13,14,15,16,17,21,22,23",7944.433451851852,419.85,0.09400000000000297,0.9995154189563981,0.48020353587876985,0.0002422905218009995,全满足,0.75,0.12,1.0,388.7492388888895
W4P4,45,7951.811095555556,380.97220000000004,85.7162,0.5581229186213154,0.4423872251983255,0.22093854068934232,部分满足,15,"0,1,2,3,4,5,6,7,8,9,15,16,17,22,23",7519.139562222222,295.5222,0.26619999999999955,0.9986277077254591,0.5674567489242117,0.0006861461372704672,全满足,0.625,0.12,1.0,432.6715333333341
W4P4,36,7622.903561111109,287.94640000000004,117.1904,0.3958697198709158,0.4846320160366552,0.30206514006454205,部分满足,12,"0,1,2,3,4,5,6,7,8,9,15,23",7085.185061111111,203.5984,32.842400000000005,0.8306935695064492,0.635598510882016,0.08465321524677549,全满足,0.5,0.1,1.0,537.7184999999981
W5P1,72,6243.642109722223,395.9442,158.64419999999998,0.6127890459105219,0.625308312514195,0.19360547704473893,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",6243.642109722223,395.9442,158.64419999999998,0.6127890459105219,0.625308312514195,0.19360547704473893,全满足,1.0,1.0,1.0,0.0
W5P1,63,5539.824377777777,305.3064,192.50639999999999,0.5301398550194041,0.6724953337195083,0.234930072490298,部分满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",5417.867006349206,271.7652,158.96519999999998,0.6120055649117668,0.7084752526227716,0.19399721754411653,全满足,0.875,0.19,1.0,121.9573714285707
W5P1,54,4961.5300518518525,222.3924,234.0924,0.4286387932928166,0.7246664685782204,0.2856806033535915,部分满足,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,23",4920.550701851851,212.7502,224.45020000000005,0.45217300041492764,0.7366040211954639,0.2739134997925362,部分满足,0.75,0.1,1.0,40.97935000000143
W5P1,45,4525.604175555554,212.7502,348.9502,0.14829952893510046,0.688606598167501,0.4258502355324497,部分满足,15,"0,1,2,3,4,5,6,8,10,11,12,14,15,16,23",4525.604175555554,212.7502,348.9502,0.14829952893510046,0.688606598167501,0.4258502355324497,部分满足,0.6249999999999999,0.1,1.0,0.0
W5P1,36,3933.18438611111,212.7502,473.4502,-0.1555739425447267,0.6192185710194732,0.5777869712723633,部分满足,12,"0,1,2,3,4,5,6,8,10,15,16,23",3933.18438611111,212.7502,473.4502,-0.1555739425447267,0.6192185710194732,0.5777869712723633,部分满足,0.5,0.1,1.0,0.0
W5P2,72,7516.213163888887,505.7104,9.850400000000008,0.9648739435866347,0.5214338708456355,0.01756302820668261,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",7516.213163888887,505.7104,9.850400000000008,0.9648739435866347,0.5214338708456355,0.01756302820668261,全满足,1.0,1.0,1.0,0.0
W5P2,63,6938.130344444445,406.75260000000003,35.39260000000001,0.8737916770673609,0.5636731672781102,0.06310416146631961,全满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",6817.578877777778,381.6174,10.257400000000002,0.9634226010055988,0.5906359013966659,0.018288699497200734,全满足,0.875,0.19,1.0,120.55146666666678
W5P2,54,6507.485812962963,303.7442,56.88420000000001,0.7971536568840711,0.623948645570247,0.10142317155796458,全满足,18,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,23",6275.503135185186,257.1174,10.257400000000002,0.9634226010055988,0.6816750854256425,0.018288699497200734,全满足,0.75,0.12,1.0,231.9826777777771
W5P2,45,6174.223528888889,253.6064,131.24640000000002,0.5319815996861963,0.6288071192295306,0.234009200156902,部分满足,15,"0,1,2,3,4,5,6,9,10,11,12,13,14,16,23",5996.332708888889,226.83020000000002,104.47020000000003,0.6274642513283173,0.6679983021574307,0.1862678743358415,全满足,0.625,0.1,1.0,177.89081999999962
W5P2,36,5815.276552777777,233.68220000000002,235.8222,0.15906928645294727,0.5817543671248566,0.4204653567735265,部分满足,12,"0,1,2,3,4,5,6,9,11,12,13,23",5771.595052777777,226.83020000000002,228.97020000000003,0.1835031915272974,0.5940181128293239,0.40824840423635145,部分满足,0.5,0.1,1.0,43.6815000000006
W5P3,72,8862.773291666666,661.6200000000001,0.0,0.9999999999999991,0.3738928003633887,0.0,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",8862.773291666666,661.6200000000001,0.0,0.9999999999999991,0.3738928003633887,0.0,全满足,1.0,1.0,1.0,0.0
W5P3,63,8464.119061904761,560.7422,23.6222,0.880424196405973,0.39848726695415243,0.05978790179701341,全满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",8304.950428571428,537.12,0.0,1.0,0.42382699362811355,0.0,全满足,0.875,0.2,1.0,159.16863333333276
W5P3,54,8197.13727777778,476.588,63.967999999999996,0.6761933687674005,0.409958896647353,0.16190331561629964,全满足,18,"0,1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,21,23",7730.063722222222,412.942,0.32200000000000095,0.9983700329030625,0.4887560045560343,0.0008149835484687444,全满足,0.75,0.13,1.0,467.0735555555575
W5P3,45,7925.898293333333,388.96360000000004,100.8436,0.4895287269045811,0.43069055355522384,0.2552356365477094,部分满足,15,"0,1,2,3,4,5,6,8,9,12,13,15,16,17,23",7262.0698,288.442,0.32200000000000095,0.9983700329030625,0.5778197359562074,0.0008149835484687444,全满足,0.625,0.12,1.0,663.8284933333325
W5P3,36,7557.234775,320.6582,157.03820000000002,0.20507112123513002,0.4260842640320734,0.39746443938243486,部分满足,12,"0,1,2,3,4,5,6,8,9,15,16,23",6959.081275,226.83020000000002,63.210199999999986,0.6800293596557835,0.5940181128293242,0.1599853201721083,全满足,0.5,0.1,1.0,598.1535000000003
W5P4,72,9411.283513888888,726.26,0.0,0.9999999999999997,0.312722386251798,0.0,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",9411.283513888888,726.26,0.0,0.9999999999999997,0.312722386251798,0.0,全满足,1.0,1.0,1.0,0.0
W5P4,63,9082.363125396825,624.1022,22.3422,0.8647812140652426,0.33052047799875556,0.06760939296737882,全满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",8931.819253968255,601.76,0.0,1.0,0.3544871382291733,0.0,全满足,0.875,0.2,1.0,150.54387142857013
W5P4,54,8730.177351851851,532.932,55.672000000000004,0.663063608303577,0.34020205021542105,0.16846819584821163,全满足,18,"0,1,2,3,4,5,6,7,8,9,12,13,15,16,17,21,22,23",8314.391146296297,477.5622,0.3022000000000027,0.9981710343158023,0.40875278561877865,0.0009144828420989008,全满足,0.75,0.13,1.0,415.78620555555426
W5P4,45,8431.88652888889,445.4784,92.7184,0.43885250862434194,0.3479722490559409,0.28057374568782917,部分满足,15,"0,1,2,3,4,5,6,7,8,9,15,16,17,21,23",7963.2627088888885,353.06219999999996,0.3022000000000027,0.9981710343158026,0.4832379028716956,0.0009144828420989008,全满足,0.625,0.12,1.0,468.6238200000016
W5P4,36,8133.949302777777,338.4842,110.2242,0.33290443624039207,0.3941791953035509,0.333547781879804,部分满足,12,"0,1,2,3,4,5,6,8,9,16,21,23",7436.90136111111,228.796,0.5360000000000049,0.996756037039279,0.5904997136311567,0.0016219814803607245,全满足,0.5,0.12,1.0,697.0479416666667
W6P1,72,6578.551456944445,431.7862,90.8262,0.7462104616072424,0.5913901506548567,0.12689476919637868,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",6578.551456944445,431.7862,90.8262,0.7462104616072424,0.5913901506548567,0.12689476919637868,全满足,1.0,1.0,1.0,0.0
W6P1,63,5911.204012698413,339.4604,123.0004,0.6563082597518722,0.6358580592563987,0.17184587012406394,全满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",5794.699726984127,307.30039999999997,90.84039999999999,0.7461707835028503,0.6703563536504258,0.12691460824857492,全满足,0.875,0.12,1.0,116.5042857142862
W6P1,54,5398.563292592594,257.4304,165.47039999999998,0.5376371968257514,0.6812875749021939,0.23118140158712416,部分满足,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,23",5338.025442592592,243.1862,151.22620000000003,0.5774388063037889,0.6989226464616451,0.21128059684810557,部分满足,0.75,0.1,1.0,60.53785000000153
W6P1,45,5026.573864444445,243.1862,275.7262,0.2295568346931933,0.6440587219343695,0.3852215826534034,部分满足,15,"0,1,2,3,4,5,6,8,9,10,11,13,14,15,23",5026.573864444444,243.1862,275.72620000000006,0.2295568346931932,0.6440587219343695,0.38522158265340345,部分满足,0.625,0.1,1.0,9.094947017729282e-13
W6P1,36,4559.396497222221,243.1862,400.2262,-0.11832513691740243,0.5647440578465063,0.5591625684587013,部分满足,12,"0,1,2,3,4,5,6,9,11,13,14,23",4559.396497222221,243.1862,400.2262,-0.11832513691740243,0.5647440578465063,0.5591625684587013,部分满足,0.5,0.1,1.0,0.0
W6P2,72,8102.1227361111105,599.52,0.0,0.9999999999999996,0.43265955030660924,0.0,全满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",8102.1227361111105,599.52,0.0,0.9999999999999996,0.43265955030660924,0.0,全满足,1.0,1.0,1.0,0.0
W6P2,63,7596.367379365079,498.8742,23.854200000000002,0.8956509186351707,0.46485357533629407,0.0521745406824147,全满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",7435.635507936508,475.02,0.0,1.0,0.49044217030314735,0.0,全满足,0.875,0.12,1.0,160.73187142857114
W6P2,54,7282.05902037037,397.4258,46.9058,0.7948127734033246,0.507965879265092,0.1025936132983377,全满足,18,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,23",6962.956153703703,350.8194,0.2994000000000039,0.9986902887139107,0.5656670628435597,0.0006548556430446278,全满足,0.75,0.12,1.0,319.10286666666616
W6P2,45,6958.389977777778,331.216,105.196,0.539825021872266,0.5152132548812974,0.230087489063867,部分满足,15,"0,1,2,3,4,5,6,9,11,12,13,14,15,16,23",6497.302397777777,257.2662,31.24620000000001,0.8633149606299212,0.6234504259242997,0.06834251968503938,全满足,0.625,0.1,1.0,461.08758000000125
W6P2,36,6623.628388888889,283.01,181.49,0.2060804899387577,0.4934672107674685,0.39695975503062114,部分满足,12,"0,1,2,3,4,5,6,12,13,14,15,23",6397.807163888888,257.2662,155.74620000000004,0.3186955380577424,0.5395435996563575,0.3406522309711287,部分满足,0.5000000000000001,0.1,1.0,225.8212250000015
W6P3,72,9506.759180555557,765.28,0.0,0.9999999999999994,0.27579680520857,0.0,部分满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",9506.759180555557,765.28,0.0,0.9999999999999994,0.27579680520857,0.0,部分满足,1.0,1.0,1.0,0.0
W6P3,63,9188.72903015873,662.7142,21.934200000000004,0.8494770793302224,0.2891010705627427,0.07526146033488884,部分满足,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,21,22,23",9040.934301587302,640.78,0.0,0.9999999999999998,0.312630065864281,0.0,全满足,0.875,0.12,1.0,147.794728571429
W6P3,54,8879.992462962966,574.816,58.536,0.5982981059566291,0.2883474471351458,0.20085094702168543,全不满足,18,"0,1,2,3,4,5,6,7,8,9,12,13,15,16,17,21,22,23",8457.799424074074,516.5342,0.2541999999999991,0.9982555586055447,0.3605033922646461,0.0008722206972275566,全满足,0.75,0.12,1.0,422.19303888889226
W6P3,45,8639.080795555557,490.9504,99.1704,0.3194455119407083,0.2814168203506923,0.3402772440296459,全不满足,15,"0,1,2,3,4,5,6,7,8,9,15,16,17,21,23",8135.352642222222,392.03419999999994,0.2541999999999991,0.998255558605545,0.42619624718245946,0.0008722206972275566,全满足,0.625,0.12,1.0,503.7281533333353
W6P3,36,8425.72238611111,389.0982,121.81819999999999,0.16402552841065063,0.3035899914089347,0.41798723579467467,部分满足,12,"0,1,2,3,4,5,6,7,8,15,17,23",7651.682469444443,267.5342,0.2541999999999991,0.9982555586055449,0.5211658791523481,0.0008722206972275566,全满足,0.5,0.12,1.0,774.0399166666675
W6P4,72,10055.269402777776,829.92,0.0,0.9999999999999992,0.2146263910969794,0.0,部分满足,24,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",10055.269402777776,829.92,0.0,0.9999999999999992,0.2146263910969794,0.0,部分满足,1.0,1.0,1.0,0.0
W6P4,63,9737.41977936508,715.7518,10.331800000000001,0.9088906525573194,0.232207204307996,0.045554673721340394,部分满足,21,"0,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,21,22,23",9667.803126984127,705.42,0.0,1.0000000000000002,0.2432902104653408,0.0,部分满足,0.875,0.12,1.0,69.61665238095338
W6P4,54,9410.094981481481,613.856,32.93600000000001,0.7095590828924163,0.2400138661912544,0.1452204585537919,部分满足,18,"0,1,2,3,4,5,6,7,8,9,12,13,15,16,17,21,22,23",9151.181425925924,580.9200000000001,0.0,0.9999999999999998,0.28079037290150055,0.0,部分满足,0.75,0.1,1.0,258.91355555555674
W6P4,45,9113.069817777778,511.25039999999996,54.830400000000004,0.5164867724867728,0.251704575392992,0.24175661375661375,全不满足,15,"0,1,2,3,4,5,6,7,8,15,16,17,21,22,23",8847.888684444446,456.52239999999995,0.10239999999999938,0.9990970017636688,0.3318076168730424,0.00045149911816578207,全满足,0.625,0.1,1.0,265.1811333333317
W6P4,36,8943.966688888888,397.75239999999997,65.8324,0.419467372134039,0.28810065864833906,0.29026631393298064,全不满足,12,"0,1,2,3,4,5,6,7,8,21,22,23",8542.352522222222,332.02239999999995,0.10239999999999938,0.9990970017636688,0.4057445589919817,0.00045149911816578207,全满足,0.5,0.1,1.0,401.6141666666663
